title	date	location	filename	url
jesmond dene, old mill, newcastle-on-tyne, england	1890	UK	2002708004.jpg	http://www.loc.gov/item/2002708004/
from central pier, blackpool, england	1890	UK	2002696384.jpg	http://www.loc.gov/item/2002696384/
lower saranac lake, adirondack mountains	1902	US	2008679633.jpg	http://www.loc.gov/item/2008679633/
church and royal castle, altstadt, dresden, saxony, germany	1890	Germany	2002720578.jpg	http://www.loc.gov/item/2002720578/
palace-chapel and bridge over the rhone, built 1177 and 1488, avignon, provence, france	1890	France	2001698585.jpg	http://www.loc.gov/item/2001698585/
noyer / nussbaum mythenstrasse zürich	1890	Switzerland	2017651751.jpg	http://www.loc.gov/item/2017651751/
marienburg, west side, prussia, germany (i.e., malbork, poland)	1890	Germany	2002720597.jpg	http://www.loc.gov/item/2002720597/
nottingham castle	1890	UK	2017659731.jpg	http://www.loc.gov/item/2017659731/
hardwick, old hall, derbyshire, england	1890	UK	2002696691.jpg	http://www.loc.gov/item/2002696691/
kasbah market, tunis, tunisia	1899	Tunisia	2001699394.jpg	http://www.loc.gov/item/2001699394/
new bridge and pilatus, lucerne, switzerland	1890	Switzerland	2001703057.jpg	http://www.loc.gov/item/2001703057/
spalato, signori square, dalmatia, austro-hungary	1890	Austro-Hungary	2002710822.jpg	http://www.loc.gov/item/2002710822/
vicinity of seven sisters' rocks, river wye, monmouth, wales	1890	Wales	2002697080.jpg	http://www.loc.gov/item/2002697080/
semmering railway, der jägergraben, styria, austro-hungary	1890	Austro-Hungary	2002710988.jpg	http://www.loc.gov/item/2002710988/
studland church, swanage [i.e. studland], england	1890	UK	2002708141.jpg	http://www.loc.gov/item/2002708141/
grèce. dia boloporgia	1890	Greece	2017658120.jpg	http://www.loc.gov/item/2017658120/
on the beach at coney island	1902	US	2008678167.jpg	http://www.loc.gov/item/2008678167/
on the sands, aberystwith, wales	1890	Wales	2001703407.jpg	http://www.loc.gov/item/2001703407/
erfurt, thuringia, germany	1890	Germany	2002720714.jpg	http://www.loc.gov/item/2002720714/
pilot office and mole, colberg, pomerania, germany (i.e.,kołobrzeg, poland)	1890	Germany	2002713977.jpg	http://www.loc.gov/item/2002713977/
entrance to harbor, st. malo, france	1890	France	2001698706.jpg	http://www.loc.gov/item/2001698706/
the yare, brammerton [i.e., bramerton], england	1890	UK	2002696412.jpg	http://www.loc.gov/item/2002696412/
ventnor, road to the undercliff, isle of wight, england	1890	UK	2002708268.jpg	http://www.loc.gov/item/2002708268/
general view, arco, lake garda, italy	1890	Italy	2001700801.jpg	http://www.loc.gov/item/2001700801/
kals, tyrol, austro-hungary	1890	Austro-Hungary	2002711049.jpg	http://www.loc.gov/item/2002711049/
thames embankment, london, england	1890	UK	2002696941.jpg	http://www.loc.gov/item/2002696941/
kander fall, at klus, bernese oberland, switzerland	1890	Switzerland	2001701343.jpg	http://www.loc.gov/item/2001701343/
the beach, scheveningen, holland	1890	Netherlands	2001699547.jpg	http://www.loc.gov/item/2001699547/
forum romano, rome, italy	1890	Italy	2001700944.jpg	http://www.loc.gov/item/2001700944/
clock tower, herne bay, england	1890	UK	2002696804.jpg	http://www.loc.gov/item/2002696804/
church, wildbad, black forest, baden, germany	1890	Germany	2002713561.jpg	http://www.loc.gov/item/2002713561/
jungfrau, railroad, eigerhohle, with view of the station, bernese oberland, switzerland	1890	Switzerland	2001701206.jpg	http://www.loc.gov/item/2001701206/
types of arabs, tunis, tunisia	1899	Tunisia	2001699402.jpg	http://www.loc.gov/item/2001699402/
the market, yarmouth, england	1890	UK	2002708287.jpg	http://www.loc.gov/item/2002708287/
wertachbruckerthor (i.e. wertachbruckertor), augsburg, bavaria, germany	1890	Germany	2002696107.jpg	http://www.loc.gov/item/2002696107/
general view, st. andreasburg, hartz, germany	1890	Germany	2002713832.jpg	http://www.loc.gov/item/2002713832/
from notre dame de lourdes, lourdes, pyrenees, france	1890	France	2001698643.jpg	http://www.loc.gov/item/2001698643/
crossing the timber line, pike's peak railway	1898	US	2008676315.jpg	http://www.loc.gov/item/2008676315/
general view, kiel, schleswig-holstein, germany	1890	Germany	2002720651.jpg	http://www.loc.gov/item/2002720651/
yacht starting, clacton-on-sea, england	1890	UK	2002696557.jpg	http://www.loc.gov/item/2002696557/
the front of the holy sepulchre, jerusalem, holy land	1890	Holy Land	2002725003.jpg	http://www.loc.gov/item/2002725003/
waiwera, near auckland	1890	New Zealand	2017657810.jpg	http://www.loc.gov/item/2017657810/
town hall and st. nicholas church, stralsund, pomerania, germany	1890	Germany	2002713998.jpg	http://www.loc.gov/item/2002713998/
royal baths, harrogate, england	1890	UK	2002696783.jpg	http://www.loc.gov/item/2002696783/
upper saranac lake, adirondack mountains	1903	US	2008679664.jpg	http://www.loc.gov/item/2008679664/
partnachklamm, general view, upper bavaria, germany	1890	Germany	2002696279.jpg	http://www.loc.gov/item/2002696279/
mount cavalier, nîmes, france	1890	France	2001698497.jpg	http://www.loc.gov/item/2001698497/
waterfront, campione (i.e. campione d'italia, lake lugano), italy	1890	Italy	2001700769.jpg	http://www.loc.gov/item/2001700769/
calstock, morwell rock, cornwall, england	1890	UK	2002696629.jpg	http://www.loc.gov/item/2002696629/
baths of marienberg, boppard, the rhine, germany	1890	Germany	2002714070.jpg	http://www.loc.gov/item/2002714070/
chesil beach, portland, england	1890	UK	2002708053.jpg	http://www.loc.gov/item/2002708053/
"the ""queen of the canon"" [cañon], cascade canon [cañon]"	1898	US	2008678075.jpg	http://www.loc.gov/item/2008678075/
pontycysylltau aqueduct, llangollen, wales	1890	Wales	2001703515.jpg	http://www.loc.gov/item/2001703515/
opernring, vienna, austro-hungary	1890	Austro-Hungary	2002708403.jpg	http://www.loc.gov/item/2002708403/
the boulevards, cannes, riviera	1890	France	2001699286.jpg	http://www.loc.gov/item/2001699286/
interlaken, and the jungfrau, general view, bernese oberland, switzerland	1890	Switzerland	2001701178.jpg	http://www.loc.gov/item/2001701178/
tomlishorn, iii., pilatus, switzerland	1890	Switzerland	2001703145.jpg	http://www.loc.gov/item/2001703145/
lussin-grande (i.e., lussingrande), general view, istria, austro-hungary	1890	Austro-Hungary	2002710930.jpg	http://www.loc.gov/item/2002710930/
laxey, doon glen waterfall, isle of man	1890	UK	2002697038.jpg	http://www.loc.gov/item/2002697038/
burns monument, kilmarnock, scotland	1890	Scotland	2002695005.jpg	http://www.loc.gov/item/2002695005/
holyrood palace, edinburgh, scotland	1890	Scotland	2001705992.jpg	http://www.loc.gov/item/2001705992/
golden gate from berkeley heights	1898	US	2008678130.jpg	http://www.loc.gov/item/2008678130/
from the southeast, cardiff castle, wales	1890	Wales	2001703450.jpg	http://www.loc.gov/item/2001703450/
the mount of beatitudes, (i.e., capernaum, israel)	1890	Holy Land	2001699269.jpg	http://www.loc.gov/item/2001699269/
general view, andernach, the rhine, germany	1890	Germany	2002714135.jpg	http://www.loc.gov/item/2002714135/
jungfrau, from hoheweg, bernese oberland, switzerland	1890	Switzerland	2001701197.jpg	http://www.loc.gov/item/2001701197/
calcutta. harrison road. ii.	1890	India	2017658177.jpg	http://www.loc.gov/item/2017658177/
the pier, southend-on-sea, england	1890	UK	2002708116.jpg	http://www.loc.gov/item/2002708116/
upper engadine, morteratsch glacier, grisons, switzerland	1890	Switzerland	2001703000.jpg	http://www.loc.gov/item/2001703000/
general view, hermmanstadt (i.e., hermannstadt), hungary, austro-hungary	1890	Austro-Hungary	2002710875.jpg	http://www.loc.gov/item/2002710875/
east coast at high water, le mont st. michel, france	1890	France	2001698478.jpg	http://www.loc.gov/item/2001698478/
como, volta monument, lake como, italy	1890	Italy	2001700786.jpg	http://www.loc.gov/item/2001700786/
york minster. s.w.	1890	UK	2017659766.jpg	http://www.loc.gov/item/2017659766/
am wiggis, kanton glarus	1890	Switzerland	2017656493.jpg	http://www.loc.gov/item/2017656493/
tegernsee, general view, upper bavaria, germany	1890	Germany	2002696296.jpg	http://www.loc.gov/item/2002696296/
ascension du mont blanc, chamonix valley, france	1890	France	2001697627.jpg	http://www.loc.gov/item/2001697627/
stalden, railway station and hotel, valais, alps of, switzerland	1890	Switzerland	2001703329.jpg	http://www.loc.gov/item/2001703329/
ruins of brederode, santpoort, holland	1890	Netherlands	2001699510.jpg	http://www.loc.gov/item/2001699510/
jungfrau and scheidegg, bernese oberland, switzerland	1890	Switzerland	2001701314.jpg	http://www.loc.gov/item/2001701314/
wien. burgtheater	1890	Austro-Hungary	2002708395.jpg	http://www.loc.gov/item/2002708395/
church of the annunciation, interior, genoa, italy	1890	Italy	2001700856.jpg	http://www.loc.gov/item/2001700856/
st. george's hall, liverpool, england	1890	UK	2002696916.jpg	http://www.loc.gov/item/2002696916/
the capitol from the library steps, washington	1898	US	2008678219.jpg	http://www.loc.gov/item/2008678219/
belalp and riederfurka, valais, alps of, switzerland	1890	Switzerland	2001703283.jpg	http://www.loc.gov/item/2001703283/
chobham ridges, camberley, england	1890	UK	2002696445.jpg	http://www.loc.gov/item/2002696445/
court house, wiesbaden, hesse-nassau, germany	1890	Germany	2002713920.jpg	http://www.loc.gov/item/2002713920/
torc cascade, killarney. county kerry, ireland	1890	Ireland	2002717430.jpg	http://www.loc.gov/item/2002717430/
upper engadine, silvaplana, ii., grisons, switzerland	1890	Switzerland	2001702492.jpg	http://www.loc.gov/item/2001702492/
kyffhauser and monument, thuringia, germany	1890	Germany	2002720743.jpg	http://www.loc.gov/item/2002720743/
the colonnade, samaria, holy land	1890	Holy Land	2002725054.jpg	http://www.loc.gov/item/2002725054/
jersey, coast from the devil's hole, channel islands	1890	UK	2002696500.jpg	http://www.loc.gov/item/2002696500/
bad schweizermuhle, saxony, germany	1890	Germany	2002720606.jpg	http://www.loc.gov/item/2002720606/
naiad's bath	1898	US	2008676342.jpg	http://www.loc.gov/item/2008676342/
"german war vessel ""kurfurst friedrich wilhelm"", helgoland, germany"	1890	Germany	2002713865.jpg	http://www.loc.gov/item/2002713865/
the dockyard, chatham, england	1890	UK	2002711858.jpg	http://www.loc.gov/item/2002711858/
the seigesthor (i.e. siegestor) (triumphal arch), munich, bavaria, germany	1890	Germany	2002696150.jpg	http://www.loc.gov/item/2002696150/
chapel place, bétharram, pyrenees, france	1890	France	2001698614.jpg	http://www.loc.gov/item/2001698614/
panoramic view, i, bergen, norway	1890	Norway	2001699455.jpg	http://www.loc.gov/item/2001699455/
thun, lake of, aare-insel, bernese oberland, switzerland	1890	Switzerland	2001701251.jpg	http://www.loc.gov/item/2001701251/
kairo, shepheard's hotel	1890	Egypt	2017657144.jpg	http://www.loc.gov/item/2017657144/
count egmont and horen (i.e, hoorn), monument, brussels, belgium	1890	Belgium	2001697918.jpg	http://www.loc.gov/item/2001697918/
piazetta monteoliveto, naples, italy	1890	Italy	2001700913.jpg	http://www.loc.gov/item/2001700913/
derwentwater, keswick, crosthwaite church, lake district	1890	UK	2002696853.jpg	http://www.loc.gov/item/2002696853/
sarajcvo (i.e., sarajevo), from the west, bosnia, austro-hungary	1890	Austro-Hungary	2002708497.jpg	http://www.loc.gov/item/2002708497/
kairo, jardin esbekieh	1890	Egypt	2017657703.jpg	http://www.loc.gov/item/2017657703/
da mulla palace, venice, italy	1890	Italy	2001701046.jpg	http://www.loc.gov/item/2001701046/
hospenthal, andermatt, switzerland	1890	Switzerland	2002713721.jpg	http://www.loc.gov/item/2002713721/
teighness, arrochar, scotland	1890	Scotland	2001703581.jpg	http://www.loc.gov/item/2001703581/
schluchsee, general view, black forest, baden, germany	1890	Germany	2002696347.jpg	http://www.loc.gov/item/2002696347/
mont joli, honfleur, france	1890	France	2001698403.jpg	http://www.loc.gov/item/2001698403/
high street west, dorchester, england	1890	UK	2002696717.jpg	http://www.loc.gov/item/2002696717/
binz, from utkik, isle of rugen, germany	1890	Germany	2002720554.jpg	http://www.loc.gov/item/2002720554/
oberstdorf, bavaria, germany	1890	Germany	2002696202.jpg	http://www.loc.gov/item/2002696202/
paris la grande roue	1890	France	2001698546.jpg	http://www.loc.gov/item/2001698546/
pointe du raz, douarnenez, france	1890	France	2001698116.jpg	http://www.loc.gov/item/2001698116/
rapids, hønefoss, ringerike, norway	1890	Norway	2001700712.jpg	http://www.loc.gov/item/2001700712/
bathing cove, dawlish, england	1890	UK	2002696652.jpg	http://www.loc.gov/item/2002696652/
maderanerthal hotel, lake lucerne, switzerland	1890	Switzerland	2001703094.jpg	http://www.loc.gov/item/2001703094/
magdalen college, from the river, oxford, england	1890	UK	2002708028.jpg	http://www.loc.gov/item/2002708028/
sunrise, ventimiglia, riviera	1890	France	2001699357.jpg	http://www.loc.gov/item/2001699357/
kairo, temple du sphinx	1890	Egypt	2017656954.jpg	http://www.loc.gov/item/2017656954/
singapore. cavenagh bridge with stamp office	1890	Singapore	2017657646.jpg	http://www.loc.gov/item/2017657646/
hans heiling, carlsbad, bohemia, austro-hungary	1890	Austro-Hungary	2002708478.jpg	http://www.loc.gov/item/2002708478/
bad elgersburg, thuringia, germany	1890	Germany	2002720807.jpg	http://www.loc.gov/item/2002720807/
romerberg and nicholas church, frankfort on main (i.e. frankfurt am main), germany	1890	Germany	2002713664.jpg	http://www.loc.gov/item/2002713664/
the spalenthor, basle, switzerland	1890	Switzerland	2001701103.jpg	http://www.loc.gov/item/2001701103/
railway station and rothern bridge, torrington, england	1890	UK	2002708182.jpg	http://www.loc.gov/item/2002708182/
peel, glen may waterfall, isle of man	1890	UK	2002697043.jpg	http://www.loc.gov/item/2002697043/
st. andre's church, kiev, russia, (i.e., ukraine)	1890	Ukraine	2001697430.jpg	http://www.loc.gov/item/2001697430/
wengern alp, mönch and eiger, bernese oberland, switzerland	1890	Switzerland	2001702406.jpg	http://www.loc.gov/item/2001702406/
sunrise from pike's peak	1899	US	2008676339.jpg	http://www.loc.gov/item/2008676339/
meadow street in bain's town, nassau, bahama islands	1901	Bahama	2008679536.jpg	http://www.loc.gov/item/2008679536/
pörtschach on wörthersee, carinthia, austro-hungary	1890	Austro-Hungary	2002710731.jpg	http://www.loc.gov/item/2002710731/
st. margaret's church, lowestoft, england	1890	UK	2002696982.jpg	http://www.loc.gov/item/2002696982/
shandon hydropathic, helensburgh, scotland	1890	Scotland	2001706015.jpg	http://www.loc.gov/item/2001706015/
the falls of the rhine, general view, schaffhausen, switzerland	1890	Switzerland	2001703217.jpg	http://www.loc.gov/item/2001703217/
tvindefos (i.e., tvindefossen)  [norway]	1890	Norway	2001699584.jpg	http://www.loc.gov/item/2001699584/
bridlington, the parade (i.e., promenade), yorkshire, england	1890	UK	2002708301.jpg	http://www.loc.gov/item/2002708301/
royal palace hotel, ostend, belgium	1890	Belgium	2001697963.jpg	http://www.loc.gov/item/2001697963/
piazza di minerva, rome, italy	1890	Italy	2001700968.jpg	http://www.loc.gov/item/2001700968/
stubaithal (i.e., stubaital), dresdenerhut and schaufelspitze, tyrol, austro-hungary	1890	Austro-Hungary	2002711120.jpg	http://www.loc.gov/item/2002711120/
cow and calf rocks, ilkley, england	1890	UK	2002696828.jpg	http://www.loc.gov/item/2002696828/
leysin, the sanatorium and chaussy in winter, vaud, canton of, switzerland	1890	Switzerland	2001703352.jpg	http://www.loc.gov/item/2001703352/
from the campanile, ii, venice, italy	1890	Italy	2001700987.jpg	http://www.loc.gov/item/2001700987/
st. demitry, charkow, russia, (i.e., kharkiv, ukraine)	1890	Ukraine	2001696364.jpg	http://www.loc.gov/item/2001696364/
deadwood, south dakota	1900	US	2008678262.jpg	http://www.loc.gov/item/2008678262/
meran, gilf-anlagen and zenoberg (i.e., zenoburg), tyrol, austro-hungary	1890	Austro-Hungary	2002711065.jpg	http://www.loc.gov/item/2002711065/
luccombe chine, isle of wight, england	1890	UK	2002708244.jpg	http://www.loc.gov/item/2002708244/
warship, algiers, algeria	1899	Algeria	2001697826.jpg	http://www.loc.gov/item/2001697826/
south park restaurant, breslau, silesia, germany (i.e., wrocław, poland)	1890	Germany	2002720692.jpg	http://www.loc.gov/item/2002720692/
la cirque, gavarnie, pyrenees, france	1890	France	2001698680.jpg	http://www.loc.gov/item/2001698680/
le cantal, st. jacques and the puy-griou, auvergne mountains, france	1890	France	2001697575.jpg	http://www.loc.gov/item/2001697575/
the castle, launceston, cornwall, england	1890	UK	2002696594.jpg	http://www.loc.gov/item/2002696594/
monument of emperor william, kyffhauser, thuringia, germany	1890	Germany	2002720738.jpg	http://www.loc.gov/item/2002720738/
albert memorial. belfast. county antrim, ireland	1890	Ireland	2002717365.jpg	http://www.loc.gov/item/2002717365/
budleigh salterton, exmouth, england	1890	UK	2002696740.jpg	http://www.loc.gov/item/2002696740/
wettersteingebirge from krottenkopf, upper bavaria, germany	1890	Germany	2002696310.jpg	http://www.loc.gov/item/2002696310/
corniche road, i, marseilles, france	1890	France	2001698454.jpg	http://www.loc.gov/item/2001698454/
view of the two temples, baalbek, holy land, (i.e., ba'labakk, lebanon)	1890	Holy Land	2002724956.jpg	http://www.loc.gov/item/2002724956/
wurmberg, braunlage, hartz, germany	1890	Germany	2002713776.jpg	http://www.loc.gov/item/2002713776/
before st. mark's and public hospital, venice, italy	1890	Italy	2001701011.jpg	http://www.loc.gov/item/2001701011/
general view, sandgate, england	1890	UK	2002708090.jpg	http://www.loc.gov/item/2002708090/
pocitelj, general view, herzegowina, austro-hungary	1890	Austro-Hungary	2002710859.jpg	http://www.loc.gov/item/2002710859/
the zauberhole (enchanted grotto) and rheinstein, niederwald monument, the rhine, germany	1890	Germany	2002714119.jpg	http://www.loc.gov/item/2002714119/
ragatz, gorge of the tamina, st. gall, switzerland	1890	Switzerland	2001703186.jpg	http://www.loc.gov/item/2001703186/
castle douglas from dunmuir, scotland	1890	Scotland	2001705951.jpg	http://www.loc.gov/item/2001705951/
grimselstrasse, the hospice, bernese oberland, switzerland	1890	Switzerland	2001701154.jpg	http://www.loc.gov/item/2001701154/
san-souci, potsdam, berlin, germany	1890	Germany	2002713633.jpg	http://www.loc.gov/item/2002713633/
weggis, rigi, switzerland	1890	Switzerland	2001703169.jpg	http://www.loc.gov/item/2001703169/
castle rock in the valley of rocks, lynton and lynmouth, england	1890	UK	2002697014.jpg	http://www.loc.gov/item/2002697014/
st. mary's loch, moffat, scotland	1890	Scotland	2002695029.jpg	http://www.loc.gov/item/2002695029/
view in the kungsparken, malmö, sweden	1890	Sweden	2001698842.jpg	http://www.loc.gov/item/2001698842/
pass ii, llanberis, wales	1890	Wales	2001703493.jpg	http://www.loc.gov/item/2001703493/
seen from the cliffs, mentone, riviera 	1890	France	2001699300.jpg	http://www.loc.gov/item/2001699300/
rhuddlan castle, rhyl, wales	1890	Wales	2001703539.jpg	http://www.loc.gov/item/2001703539/
colorado. placer mining	1898	US	2008678059.jpg	http://www.loc.gov/item/2008678059/
delhi. mausoleum of emperor humayoon	1890	India	2017657611.jpg	http://www.loc.gov/item/2017657611/
bismark's tower, gottingen, hartz, germany	1890	Germany	2002713799.jpg	http://www.loc.gov/item/2002713799/
panorama from bolkesjo, telemarken (i.e, telemark), norway	1890	Norway	2001700745.jpg	http://www.loc.gov/item/2001700745/
gourdon, gorge of the wolf, the bridge, grasse, france	1890	France	2001698141.jpg	http://www.loc.gov/item/2001698141/
polseath bay, cornwall, england	1890	UK	2002696605.jpg	http://www.loc.gov/item/2002696605/
neuschwanstein, upper bavaria, germany	1890	Germany	2002696255.jpg	http://www.loc.gov/item/2002696255/
the tuileries garden, paris, france	1890	France	2001698511.jpg	http://www.loc.gov/item/2001698511/
moraine lake, alberta	1903	US	2008679648.jpg	http://www.loc.gov/item/2008679648/
hirschberg, seen from the hausberg, riesengebirge, germany (i.e., jelenia góra, poland)	1890	Germany	2002720503.jpg	http://www.loc.gov/item/2002720503/
"r. m. s. ""dunottar castle"""	1890	UK	2002708356.jpg	http://www.loc.gov/item/2002708356/
st. nicolas church, ghent, belgium	1890	Belgium	2001697934.jpg	http://www.loc.gov/item/2001697934/
a girl of voss, hardanger fjord, norway	1890	Norway	2001699479.jpg	http://www.loc.gov/item/2001699479/
lugano, the quay, tessin, switzerland	1890	Switzerland	2001703240.jpg	http://www.loc.gov/item/2001703240/
from the sea, milan, (i.e., naples), italy	1890	Italy	2001700895.jpg	http://www.loc.gov/item/2001700895/
site of old fort bayou, ocean springs, miss.	1901	US	2008679561.jpg	http://www.loc.gov/item/2008679561/
birdseye view, helgoland, germany	1890	Germany	2002713849.jpg	http://www.loc.gov/item/2002713849/
island of busi, caves, dalmatia, austro-hungary	1890	Austro-Hungary	2002710766.jpg	http://www.loc.gov/item/2002710766/
the valley, gèdre, pyrenees, france	1890	France	2001698638.jpg	http://www.loc.gov/item/2001698638/
guernsey, moulin huet bay and saints' bay, channel islands	1890	UK	2002696486.jpg	http://www.loc.gov/item/2002696486/
rochers de naye, and hotel de caux, geneva lake, switzerland	1890	Switzerland	2001702451.jpg	http://www.loc.gov/item/2001702451/
wartburg, from eisenach castle, thuringia, germany	1890	Germany	2002720780.jpg	http://www.loc.gov/item/2002720780/
water carrier of jerusalem, holy land	1890	Holy Land	2002725078.jpg	http://www.loc.gov/item/2002725078/
bristol. cathedral	1890	UK	2017659176.jpg	http://www.loc.gov/item/2017659176/
chateau du bois, hague, holland	1890	Netherlands	2001698792.jpg	http://www.loc.gov/item/2001698792/
palais de justice and pantelimon church, odessa, russia, (i.e., ukraine)	1890	Ukraine	2001697467.jpg	http://www.loc.gov/item/2001697467/
buenos aires. plaza victoria li	1890	Argentina	2017656796.jpg	http://www.loc.gov/item/2017656796/
monument of catherine ii, st. petersburg, russia	1890	Russia	2001697488.jpg	http://www.loc.gov/item/2001697488/
glastonbury abbey. abbot's kitchen	1890	UK	2017659199.jpg	http://www.loc.gov/item/2017659199/
norderney, life on the beach, germany	1890	Germany	2002696193.jpg	http://www.loc.gov/item/2002696193/
ragusa, the imperial hotel, dalmatia, austro-hungary	1890	Austro-Hungary	2002710789.jpg	http://www.loc.gov/item/2002710789/
king sobieski's monument at lazionki (i.e. lazienki), warsaw, russia (i.e. warsaw, poland)	1890	Germany	2001697522.jpg	http://www.loc.gov/item/2001697522/
castle, carlisle, england	1890	UK	2002696469.jpg	http://www.loc.gov/item/2002696469/
skjeggedalsfos, ii, odde (i.e., odda), hardanger fjord, norway	1890	Norway	2001699496.jpg	http://www.loc.gov/item/2001699496/
blümlisalp and chalets, bernese oberland, switzerland	1890	Switzerland	2001701292.jpg	http://www.loc.gov/item/2001701292/
cathedral, east front, wells, england	1890	UK	2002708213.jpg	http://www.loc.gov/item/2002708213/
a street, sidi okba, algeria	1899	Algeria	2001697871.jpg	http://www.loc.gov/item/2001697871/
library of congress. south hall, entrance pavilion	1900	US	2008678235.jpg	http://www.loc.gov/item/2008678235/
grodenthal, st. ulrich with sella and langkoflgruppe, tyrol, austro-hungary	1890	Austro-Hungary	2002711032.jpg	http://www.loc.gov/item/2002711032/
windermere, brathay rock and waterhead hotel, lake district, england	1890	UK	2002696890.jpg	http://www.loc.gov/item/2002696890/
the marjelensee (7,700 feet above the sea), valais, alps of, switzerland	1890	Switzerland	2001703305.jpg	http://www.loc.gov/item/2001703305/
lake of brienz, bernese oberland, switzerland	1890	Switzerland	2001701338.jpg	http://www.loc.gov/item/2001701338/
the park, vichy, france	1890	France	2001699253.jpg	http://www.loc.gov/item/2001699253/
wallenstadt lake, weesen, near leistkamm and view on the mountain range of aliver, st. gall, switzerland	1890	Switzerland	2001703190.jpg	http://www.loc.gov/item/2001703190/
general view, salisbury, england	1890	UK	2002708086.jpg	http://www.loc.gov/item/2002708086/
alexisbad, hartz, germany	1890	Germany	2002713760.jpg	http://www.loc.gov/item/2002713760/
st. mark's place, with campanile, venice, italy	1890	Italy	2001701007.jpg	http://www.loc.gov/item/2001701007/
the cannabiere (i.e., cannebière) and hotel de louvre, marseilles, france	1890	France	2001698442.jpg	http://www.loc.gov/item/2001698442/
wallgau with schottlkarspitze, upper bavaria, germany	1890	Germany	2002696306.jpg	http://www.loc.gov/item/2002696306/
general view, furness abbey, england	1890	UK	2002696756.jpg	http://www.loc.gov/item/2002696756/
patrick street (i.e., st. patrick street), cork. county cork, ireland	1890	Ireland	2002717373.jpg	http://www.loc.gov/item/2002717373/
petzer, riesengebirge, germany (i.e., špindlerův mlýn, czech republic)	1890	Germany	2002720515.jpg	http://www.loc.gov/item/2002720515/
palais de justice and holy chapel (i.e., sainte-chapelle), paris, france	1890	France	2001698507.jpg	http://www.loc.gov/item/2001698507/
unterkunfhaus, krottenkopf, upper bavaria, germany	1890	Germany	2002696243.jpg	http://www.loc.gov/item/2002696243/
scilly isles, tresco abbey, old arches, cornwall, england	1890	UK	2002696613.jpg	http://www.loc.gov/item/2002696613/
vuangfos (i.e., vrangfoss) lock, bandak canal, telemarken (i.e, telemark), norway	1890	Norway	2001700753.jpg	http://www.loc.gov/item/2001700753/
the courtyard, raglan castle, wales	1890	Wales	2002708069.jpg	http://www.loc.gov/item/2002708069/
delhi. chandee chawk	1890	India	2017657607.jpg	http://www.loc.gov/item/2017657607/
"casino entrance, ""on the border of the lake,"" by l. hodebert, monte carlo, riviera"	1890	France	2001699316.jpg	http://www.loc.gov/item/2001699316/
nant gwgant (i.e. gwynant), gwynant valley, wales	1890	Wales	2001703485.jpg	http://www.loc.gov/item/2001703485/
laufen near ischl from west, upper austria, austro-hungary	1890	Austro-Hungary	2002708439.jpg	http://www.loc.gov/item/2002708439/
the church, lydney, england	1890	UK	2002697002.jpg	http://www.loc.gov/item/2002697002/
furka pass, hospenthal, general view, bernese oberland, switzerland	1890	Switzerland	2001701142.jpg	http://www.loc.gov/item/2001701142/
victoria park, berlin, germany	1890	Germany	2002713625.jpg	http://www.loc.gov/item/2002713625/
the port practique, odessa, russia, (i.e., ukraine)	1890	Ukraine	2001697471.jpg	http://www.loc.gov/item/2001697471/
village near dordrecht, dordrecht, holland	1890	Netherlands	2001698784.jpg	http://www.loc.gov/item/2001698784/
prag. teinkirche	1890	Czech Republic	2017659160.jpg	http://www.loc.gov/item/2017659160/
the kühle grund, friedrichroda, thuringia, germany	1890	Germany	2002720796.jpg	http://www.loc.gov/item/2002720796/
rochers de naye grand hotel, and railroad, geneva lake, switzerland	1890	Switzerland	2001702447.jpg	http://www.loc.gov/item/2001702447/
jersey, bonne nuit bay, channel islands	1890	UK	2002696490.jpg	http://www.loc.gov/item/2002696490/
lesina, from the sea, dalmatia, austro-hungary	1890	Austro-Hungary	2002710770.jpg	http://www.loc.gov/item/2002710770/
ventnor, from west cliff, isle of wight, england	1890	UK	2002711862.jpg	http://www.loc.gov/item/2002711862/
northfield seminary, east northfield, massachusetts	1901	US	2008679577.jpg	http://www.loc.gov/item/2008679577/
paris. grand opera house. the stairway	1890	France	2017657484.jpg	http://www.loc.gov/item/2017657484/
baveno, casa morandi, lake maggiore, italy	1890	Italy	2001700883.jpg	http://www.loc.gov/item/2001700883/
lugano, san salvatore, tessin, switzerland	1890	Switzerland	2001703256.jpg	http://www.loc.gov/item/2001703256/
the pier, blankenberghe, belgium	1890	Belgium	2001697888.jpg	http://www.loc.gov/item/2001697888/
milksellers, brussels, belgium	1890	Belgium	2001697922.jpg	http://www.loc.gov/item/2001697922/
whitby, the abbey, ii., yorkshire, england	1890	UK	2002708340.jpg	http://www.loc.gov/item/2002708340/
orleans - rue jeanne d'arc	[no date recorded on caption card]	France	2002714363.jpg	http://www.loc.gov/item/2002714363/
ingleborough from chapel-le-dale, yorkshire, england	1890	UK	2002696869.jpg	http://www.loc.gov/item/2002696869/
st. peter's place, the obelisk, rome, italy	1890	Italy	2001700929.jpg	http://www.loc.gov/item/2001700929/
saas fee, the hotels, valais, alps of, switzerland	1890	Switzerland	2001703313.jpg	http://www.loc.gov/item/2001703313/
ullswater and river eamont from pooley bridge, lake district, england	1890	UK	2002696886.jpg	http://www.loc.gov/item/2002696886/
